NOMOR,TAHUN,BULAN,TERMINAL,NAMA DERMAGA,NAMA KAPAL,NAMA AGENT,KOMODITI,KEGIATAN,STATUS PBM BEFORE,PBM-TOF,KEMASAN,NAMA TERTAGIH,NAMA PBM,NAMA JASA, PRODUKSI , TARIF BEFORE TOF , TAGIHAN BEFORE TOF , TARIF AFTER TOF , TAGIHAN AFTER TOF ,SATUAN
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 35,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 7,781 ", -   , -   ," 1,000 "," 7,780,937 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 5,"QUANTA INTI MANDIRI, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",STEVEDORING," 1,500 "," 10,413 "," 15,619,500 "," 21,100 "," 31,650,000 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 26,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",STEVEDORING," 7,633 "," 10,413 "," 79,485,751 "," 24,075 "," 183,772,155 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 20,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 8,745.89 "," 2,550.00 "," 22,302,024.60 "," 2,550.00 "," 22,302,025.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 25,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 8,040.81 "," 2,550.00 "," 20,504,065.50 "," 2,550.00 "," 20,504,066.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,MT . SC QINGDAO,"SERASI SHIPPING INDONESIA, PT",PALM FATTY ACID DISTILLATE (PFAD),EKSPORT,NONPELINDO,NONPELINDO,CURAHCAIR,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 2,630.00 "," 3,825.00 "," 10,059,750.00 "," 3,825.00 "," 10,059,750.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,MT . YELENA,"SERASI SHIPPING INDONESIA, PT",PALM FATTY ACID DISTILLATE (PFAD),EKSPORT,NONPELINDO,NONPELINDO,CURAHCAIR,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 3,000.00 "," 3,825.00 "," 11,475,000.00 "," 3,825.00 "," 11,475,000.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 52,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 8,060.87 "," 2,550.00 "," 20,555,228.70 "," 2,550.00 "," 20,555,229.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 5,"QUANTA INTI MANDIRI, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 1,500.00 "," 2,550.00 "," 3,825,000.00 "," 2,550.00 "," 3,825,000.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 88,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 7,700.00 "," 2,550.00 "," 19,635,000.00 "," 2,550.00 "," 19,635,000.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 32,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 8,042.95 "," 2,550.00 "," 20,509,527.60 "," 2,550.00 "," 20,509,528.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 53,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 8,084.87 "," 2,550.00 "," 20,616,415.95 "," 2,550.00 "," 20,616,416.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 20,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 8,745.89 "," 11,247.67 "," 98,370,877.92 "," 24,075.00 "," 210,557,350.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,MT . SC QINGDAO,"SERASI SHIPPING INDONESIA, PT",PALM FATTY ACID DISTILLATE (PFAD),EKSPORT,PELINDO,NONPELINDO,CURAHCAIR,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 2,630.00 "," 18,975.00 "," 49,904,250.00 "," 11,050.00 "," 29,061,500.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,MT . YELENA,"SERASI SHIPPING INDONESIA, PT",PALM FATTY ACID DISTILLATE (PFAD),EKSPORT,PELINDO,NONPELINDO,CURAHCAIR,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 3,000.00 "," 22,800.00 "," 68,400,000.00 "," 11,050.00 "," 33,150,000.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 25,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 8,040.81 "," 11,247.67 "," 90,440,350.61 "," 24,075.00 "," 193,582,501.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 52,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 8,060.87 "," 11,247.67 "," 90,666,023.79 "," 24,075.00 "," 194,065,542.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 5,"QUANTA INTI MANDIRI, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 1,500.00 "," 11,247.67 "," 16,871,500.00 "," 21,100.00 "," 31,650,000.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 88,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 7,700.00 "," 11,247.67 "," 86,607,033.33 "," 24,075.00 "," 185,377,500.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 32,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 8,042.95 "," 11,247.67 "," 90,464,443.11 "," 24,075.00 "," 193,634,069.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 53,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 8,084.87 "," 11,247.67 "," 90,935,911.56 "," 24,075.00 "," 194,643,221.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 20,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 8,745.89 ", -   , -   ," 1,000.00 "," 8,745,892.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 25,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 8,040.81 ", -   , -   ," 1,000.00 "," 8,040,810.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 52,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 8,060.87 ", -   , -   ," 1,000.00 "," 8,060,874.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 5,"QUANTA INTI MANDIRI, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 1,500.00 ", -   , -   ," 1,000.00 "," 1,500,000.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 88,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 7,700.00 ", -   , -   ," 1,000.00 "," 7,700,000.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 32,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 8,042.95 ", -   , -   ," 1,000.00 "," 8,042,952.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 53,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 8,084.87 ", -   , -   ," 1,000.00 "," 8,084,869.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 21,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 8,031.55 "," 2,550.00 "," 20,480,450.00 "," 2,550.00 "," 20,480,450.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 30,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 7,856.69 "," 2,550.00 "," 20,034,547.00 "," 2,550.00 "," 20,034,547.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 34,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA DERMAGA," 7,784.06 "," 2,550.00 "," 19,849,340.00 "," 2,550.00 "," 19,849,340.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 21,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 8,031.55 "," 11,248.00 "," 90,338,863.15 "," 24,075.00 "," 193,359,542.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 30,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 7,856.69 "," 11,248.00 "," 88,371,992.88 "," 24,075.00 "," 189,149,691.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 34,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",JASA STEVED," 7,784.06 "," 11,248.00 "," 87,555,050.64 "," 24,075.00 "," 187,401,124.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 21,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 8,031.55 ", -   , -   ," 1,000.00 "," 8,031,549.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 30,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 7,856.69 ", -   , -   ," 1,000.00 "," 7,856,685.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 34,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"MARITIM KENCANA SAKTI, PT","MARITIM KENCANA SAKTI,PT",PENUMPUKAN MASA I," 7,784.06 ", -   , -   ," 1,000.00 "," 7,784,055.00 ",TON
,2025,JULY,TERMINAL MIRAH,,,,MINYAK (BBM),MUAT,NONPELINDO,NONPELINDO,CURAHCAIR,"KARTIKA JASA KARYA, PT","KARTIKA JASA KARYA, PT",DERMAGA," 6,531.00 "," 5,100.00 "," 33,308,100.00 "," 5,100.00 "," 33,308,100.00 ",TON
,2025,JULY,TERMINAL MIRAH,,,,MINYAK (BBM),MUAT,NONPELINDO,NONPELINDO,CURAHCAIR,"JAYADI SAMUDERA LINES, PT","JAYADI SAMUDERA LINES, PT",DERMAGA," 7,381.00 "," 5,100.00 "," 37,643,100.00 "," 5,100.00 "," 37,643,100.00 ",TON
,2025,JULY,TERMINAL MIRAH,,,,MINYAK (BBM),MUAT,NONPELINDO,NONPELINDO,CURAHCAIR,"JAYADI SAMUDERA LINES, PT","JAYADI SAMUDERA LINES, PT",DERMAGA," 7,351.00 "," 5,100.00 "," 37,490,100.00 "," 5,100.00 "," 37,490,100.00 ",TON
,2025,JULY,TERMINAL MIRAH,,,,MINYAK (BBM),MUAT,NONPELINDO,NONPELINDO,CURAHCAIR,"INDOLINE INCOMEKITA, PT","INDOLINE INCOMEKITA, PT",DERMAGA," 3,628.00 "," 5,100.00 "," 18,502,800.00 "," 5,100.00 "," 18,502,800.00 ",TON
,2025,JULY,TERMINAL MIRAH,,,,MINYAK (BBM),MUAT,NONPELINDO,NONPELINDO,CURAHCAIR,"INDOLINE INCOMEKITA, PT","INDOLINE INCOMEKITA, PT",DERMAGA," 2,855.00 "," 5,100.00 "," 14,560,500.00 "," 5,100.00 "," 14,560,500.00 ",TON
,2025,JUN,TERMINAL NILAM,BOGASARI,MV. DIAMOND INDAH,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 22,956 "," 2,550 "," 58,537,800 "," 2,550 "," 58,537,800 ",TON
,2025,JUN,TERMINAL NILAM,BOGASARI,MV. OCEAN HIRYU,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 19,436 "," 2,550 "," 49,560,806 "," 2,550 "," 49,560,806 ",TON
,2025,JUN,TERMINAL NILAM,BOGASARI,MV. OCEAN RUBY,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 32,154 "," 2,550 "," 81,993,108 "," 2,550 "," 81,993,108 ",TON
,2025,JUN,TERMINAL NILAM,BOGASARI,MV XENIA,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 25,175 "," 2,550 "," 64,196,217 "," 2,550 "," 64,196,217 ",TON
,2025,JUN,TERMINAL NILAM,BOGASARI,MV. OCEAN HIRYU,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 20,642 "," 2,550 "," 52,635,978 "," 2,550 "," 52,635,978 ",TON
,2025,JUN,TERMINAL NILAM,BOGASARI,MV. PRABHU SHAKTI,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 23,480 "," 2,550 "," 59,874,000 "," 2,550 "," 59,874,000 ",TON
,2025,JULY,TERMINAL NILAM,BOGASARI,MV OCEAN PERKASA,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 28,925.10 "," 2,550.00 "," 73,759,002.45 "," 2,550.00 "," 73,759,002.00 ",TON
,2025,JULY,TERMINAL NILAM,BOGASARI,MV. DIAMOND INDAH,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 31,670.39 "," 2,550.00 "," 80,759,494.50 "," 2,550.00 "," 80,759,495.00 ",TON
,2025,JULY,TERMINAL NILAM,BOGASARI,MV. OCEAN MAKMUR,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 18,186.49 "," 2,550.00 "," 46,375,549.50 "," 2,550.00 "," 46,375,550.00 ",TON
,2025,JULY,TERMINAL NILAM,BOGASARI,MV KEN JYO,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 25,808.65 "," 2,550.00 "," 65,812,057.50 "," 2,550.00 "," 65,812,058.00 ",TON
,2025,JULY,TERMINAL NILAM,BOGASARI,MV. SARI INDAH,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 33,973.72 "," 2,550.00 "," 86,632,991.10 "," 2,550.00 "," 86,632,991.00 ",TON
,2025,JULY,TERMINAL NILAM,BOGASARI,MV OCEAN EMERALD,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 25,209.30 "," 2,550.00 "," 64,283,715.00 "," 2,550.00 "," 64,283,715.00 ",TON
,2025,JULY,TERMINAL NILAM,BOGASARI,MV. KEN COLON,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 27,577.67 "," 2,550.00 "," 70,323,058.50 "," 2,550.00 "," 70,323,059.00 ",TON
,2025,AGUSTUS,TERMINAL NILAM,BOGASARI,MV. EVER RADIANCE,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 23,485.00 "," 2,550.00 "," 59,886,750.00 "," 2,550.00 "," 59,886,750.00 ",TON
,2025,AGUSTUS,TERMINAL NILAM,BOGASARI,MV. DANAE R,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 20,720.00 "," 2,550.00 "," 52,836,000.00 "," 2,550.00 "," 52,836,000.00 ",TON
,2025,AGUSTUS,TERMINAL NILAM,BOGASARI,MV. PANORAMA,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 22,137.00 "," 2,550.00 "," 56,449,350.00 "," 2,550.00 "," 56,449,350.00 ",TON
,2025,AGUSTUS,TERMINAL NILAM,BOGASARI,MV. BANASTAR,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 28,024.94 "," 2,550.00 "," 71,463,597.00 "," 2,550.00 "," 71,463,597.00 ",TON
,2025,AGUSTUS,TERMINAL NILAM,BOGASARI,MV. BOGA INDAH,"SAMUDERA SUKSES MAKMUR, PT",GANDUM,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG-IDFOOD,"INDOFOOD SUKSES MAKMUR TBK, PT","INDOFOOD SUKSES MAKMUR TBK, PT",DERMAGA," 20,996.00 "," 2,550.00 "," 53,539,800.00 "," 2,550.00 "," 53,539,800.00 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,TBL 30088,PT. Indira Samudra Perkasa,PASIR KWARSA,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"INDIRA HASTA MULYA, PT","INDIRA HASTA MULYA, PT",JASA DERMAGA," 5,589 "," 5,100 "," 28,503,900 "," 5,100 "," 28,503,900 ",TON
,2025,JUN,TERMINAL NILAM,NILAM TIMUR,TBL 30088,PT. Indira Samudra Perkasa,PASIR KWARSA,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"INDIRA HASTA MULYA, PT","INDIRA HASTA MULYA, PT",STEVEDORING," 5,589 "," 2,812 "," 15,716,268 "," 8,925 "," 49,881,825 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,SINAR MULIA I,"SAMUDERA INDONESIA PRIMA, PT",JAGUNG,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"HARINDRA SEMPURNA UTAMA, PT","HARINDRA SEMPURNA UTM, PT",DERMAGA," 2,117 "," 2,550 "," 5,399,447 "," 2,550 "," 5,399,447 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,SHINPO,"NISRINA RIZKI SAMUDERA, PT",JAGUNG,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"HARINDRA SEMPURNA UTAMA, PT","HARINDRA SEMPURNA UTM, PT",DERMAGA," 2,001 "," 2,550 "," 5,103,009 "," 2,550 "," 5,103,009 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,BRAVE EMERALD,"SAMUDERA AGENCIES INDONESIA, PT",WOOD CHIP,EKSPORT,NONPELINDO,NONPELINDO,CURAHKRG,"HARINDRA SEMPURNA UTAMA, PT","HARINDRA SEMPURNA UTM, PT",FORKLIFT TOF," 10,952 ", -   , -   ," 1,000 "," 10,951,890 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,PACIFIC 88,"PUTRA AMIRAJAYA MANDIRI, PT",JAGUNG,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"HARINDRA SEMPURNA UTAMA, PT","HARINDRA SEMPURNA UTM, PT",FORKLIFT TOF," 3,711 ", -   , -   ," 1,000 "," 3,710,880 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,PERMATA SEHATI,"NISRINA RIZKI SAMUDERA, PT",JAGUNG,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"HARINDRA SEMPURNA UTAMA, PT","HARINDRA SEMPURNA UTM, PT",FORKLIFT TOF," 2,296 ", -   , -   ," 1,000 "," 2,296,030 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,PERMATA TIMUR,"PERUSAHAAN PELAYARAN SATYA PERMAI, PT",JAGUNG,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"HARINDRA SEMPURNA UTAMA, PT","HARINDRA SEMPURNA UTM, PT",FORKLIFT TOF," 1,407 ", -   , -   ," 1,000 "," 1,406,620 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD BARAT,ULTRA OL,"BAHARI LAJU ANUGERAH, PT",SODA ASH,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG,"HARINDRA SEMPURNA UTAMA, PT","HARINDRA SEMPURNA UTM, PT",FORKLIFT TOF," 14,121 ", -   , -   ," 1,000 "," 14,121,350 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV. MAXIMOS,"PELAYARAN KARANA LINE, PT",SOYABEAN MEAL,IMPORT,NONPELINDO,NONPELINDO,CURAHKRG,"HARINDRA SEMPURNA UTAMA, PT","HARINDRA SEMPURNA UTM, PT",FORKLIFT TOF," 16,159 ", -   , -   ," 1,000 "," 16,159,052 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,BWT CARGO 09,"SURYA PERMATA TIMUR, PT",PALM KERNEL EXPELLER,BONGKAR,NONPELINDO,NONPELINDO,CURAHKRG,"HARINDRA SEMPURNA UTAMA, PT","HARINDRA SEMPURNA UTM, PT",FORKLIFT TOF," 5,688 ", -   , -   ," 1,000 "," 5,687,880 ",TON
