NOMOR,TAHUN,BULAN,TERMINAL,NAMA DERMAGA,NAMA KAPAL,NAMA AGENT,KOMODITI,KEGIATAN,STATUS PBM BEFORE,PBM-TOF,KEMASAN,NAMA TERTAGIH,NAMA PBM,NAMA JASA, PRODUKSI , TARIF BEFORE TOF , TAGIHAN BEFORE TOF , TARIF AFTER TOF , TAGIHAN AFTER TOF ,SATUAN
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 288,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",DERMAGA, 196 ," 5,100 "," 999,600 "," 5,100 "," 999,600 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 288,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",DERMAGA," 6,595 "," 5,100 "," 33,636,183 "," 5,100 "," 33,636,183 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 288,"QUANTA INTI MANDIRI, PT",STEEL INGOTS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",DERMAGA," 1,040 "," 3,825 "," 3,978,956 "," 3,825 "," 3,978,956 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 20,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",DERMAGA," 8,187 "," 2,550 "," 20,877,941 "," 2,550 "," 20,877,941 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV. GLORY CHALLENGER,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA," 4,420 "," 5,100 "," 22,543,204 "," 5,100 "," 22,543,204 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV. AM OCEAN STAR,LAUTAN LUAS MARITIM,STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA," 10,029 "," 3,825 "," 38,362,302 "," 3,825 "," 38,362,302 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV. DL LAVENDER,"DALIAN PUTRA MARITIM, PT",STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA," 30,049 "," 3,825 "," 114,937,792 "," 3,825 "," 114,937,792 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD BARAT,MV. TAN BINH 257,"CAHAYA BERKAH MARITIM, PT",STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA," 9,871 "," 3,825 "," 37,756,499 "," 3,825 "," 37,756,499 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV. AM OCEAN STAR,LAUTAN LUAS MARITIM,STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED," 10,029 "," 3,452 "," 34,618,008 "," 15,925 "," 159,717,558 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV. GLORY CHALLENGER,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED," 4,420 "," 3,452 "," 15,257,181 "," 14,150 "," 62,546,339 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV. DL LAVENDER,"DALIAN PUTRA MARITIM, PT",STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED," 30,049 "," 3,452 "," 103,719,463 "," 15,925 "," 478,531,854 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD BARAT,MV. TAN BINH 257,"CAHAYA BERKAH MARITIM, PT",STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED," 9,871 "," 3,452 "," 34,071,333 "," 15,925 "," 157,195,357 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 288,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",KERJASAMA FASILITAS," 6,791 "," 3,452 "," 23,441,418 "," 4,150 "," 28,184,032 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 288,"QUANTA INTI MANDIRI, PT",STEEL INGOTS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",KERJASAMA FASILITAS," 1,040 "," 3,452 "," 3,590,607 "," 4,150 "," 4,317,050 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD SELATAN,INDO SUKSES 20,"PULAU WEH, PT",PULP,BONGKAR,NONPELINDO,NONPELINDO,GENCARGO,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",KERJASAMA FASILITAS," 8,187 "," 10,413 "," 85,255,688 "," 8,330 "," 68,201,275 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV. GLORY CHALLENGER,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I," 4,420 ", -   , -   ," 2,000 "," 8,840,472 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV. AM OCEAN STAR,LAUTAN LUAS MARITIM,STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I," 10,029 ", -   , -   ," 1,500 "," 15,044,040 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD UTARA,MV. DL LAVENDER,"DALIAN PUTRA MARITIM, PT",STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I," 30,049 ", -   , -   ," 1,500 "," 45,073,644 ",TON
,2025,JUN,TERMINAL JAMRUD,JAMRUD BARAT,MV. TAN BINH 257,"CAHAYA BERKAH MARITIM, PT",STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I," 9,871 ", -   , -   ," 1,500 "," 14,806,470 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,MV.GLORY JUSTICE,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA," 4,887.41 "," 5,100.00 "," 24,925,791.00 "," 5,100.00 "," 24,925,791.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 272,"QUANTA INTI MANDIRI, PT",STEEL INGOTS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA," 1,201.05 "," 3,825.00 "," 4,594,023.90 "," 3,825.00 "," 4,594,024.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 272,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA," 3,930.85 "," 5,100.00 "," 20,047,335.00 "," 5,100.00 "," 20,047,335.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,MV.GLORY JUSTICE,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED," 4,887.41 "," 3,452.00 "," 16,871,342.77 "," 14,150.00 "," 69,156,866.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 272,"QUANTA INTI MANDIRI, PT",STEEL INGOTS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED," 1,201.05 "," 3,452.00 "," 4,146,031.50 "," 15,925.00 "," 19,126,753.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 272,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED," 3,930.85 "," 3,452.00 "," 13,569,294.20 "," 14,150.00 "," 55,621,528.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD UTARA,MV.GLORY JUSTICE,"PELAYARAN BAHTERA ADHIGUNA (PERSERO), PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I," 4,887.41 ", -   , -   ," 2,000.00 "," 9,774,822.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 272,"QUANTA INTI MANDIRI, PT",STEEL INGOTS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I," 1,201.05 ", -   , -   ," 1,500.00 "," 1,801,578.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 272,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I," 3,930.85 ", -   , -   ," 2,000.00 "," 7,861,700.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,BENUA 999,PT. KKP JAYA AGENSI ,STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA," 1,928.29 "," 5,100.00 "," 9,834,279.00 "," 5,100.00 "," 9,834,279.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV. HAO XIANG 11,LAUTAN LUAS MARITIM,STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA," 15,090.92 "," 3,825.00 "," 57,722,769.00 "," 3,825.00 "," 57,722,769.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 282,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA," 5,976.49 "," 5,100.00 "," 30,480,099.00 "," 5,100.00 "," 30,480,099.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 282,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA, 40.00 ," 5,100.00 "," 204,000.00 "," 5,100.00 "," 204,000.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 282,"QUANTA INTI MANDIRI, PT",STEEL INGOTS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA, 661.19 ," 3,825.00 "," 2,529,051.00 "," 3,825.00 "," 2,529,051.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 282,"QUANTA INTI MANDIRI, PT",STEEL BILLETS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA DERMAGA, 4.79 ," 3,825.00 "," 18,321.00 "," 3,825.00 "," 18,321.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,BENUA 999,PT. KKP JAYA AGENSI ,STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED," 1,928.29 "," 3,452.00 "," 6,656,457.08 "," 14,150.00 "," 27,285,304.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV. HAO XIANG 11,LAUTAN LUAS MARITIM,STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED," 15,090.92 "," 3,452.00 "," 52,093,855.84 "," 15,925.00 "," 240,322,901.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 282,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED," 6,016.49 "," 3,452.00 "," 20,768,926.93 "," 14,150.00 "," 85,133,348.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 282,"QUANTA INTI MANDIRI, PT",STEEL INGOTS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED, 661.19 ," 3,452.00 "," 2,282,441.69 "," 15,925.00 "," 10,529,514.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 282,"QUANTA INTI MANDIRI, PT",STEEL BILLETS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",JASA STEVED, 4.79 ," 3,452.00 "," 16,535.08 "," 15,925.00 "," 76,281.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,BENUA 999,PT. KKP JAYA AGENSI ,STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I," 1,928.29 ", -   , -   ," 2,000.00 "," 3,856,580.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD UTARA,MV. HAO XIANG 11,LAUTAN LUAS MARITIM,STEEL BILLETS,IMPORT,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I," 15,090.92 ", -   , -   ," 1,500.00 "," 22,636,380.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 282,"QUANTA INTI MANDIRI, PT",STEEL SHEET(LOSE) BARBED WIRE IN COILS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I," 6,016.49 ", -   , -   ," 2,000.00 "," 12,032,982.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 282,"QUANTA INTI MANDIRI, PT",STEEL INGOTS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I, 661.19 , -   , -   ," 1,500.00 "," 991,791.00 ",TON
,2025,AGUSTUS,TERMINAL JAMRUD,JAMRUD SELATAN,INTAN DAYA 282,"QUANTA INTI MANDIRI, PT",STEEL BILLETS,BONGKAR,NONPELINDO,NONPELINDO,RAWMATERIAL,"WANGSA PRATAMA INTERNASIONAL, PT","WANGSA PRATAMA INTERNASIONAL, PT",PENUMPUKAN MASA I, 4.79 , -   , -   ," 1,500.00 "," 7,185.00 ",TON
,2025,JUN,TERMINAL MIRAH,MIRAH TIMUR,SJW GOLD LINE,PT.TRANS MARITIM AGENSI,FORMALIN,MUAT,NONPELINDO,NONPELINDO,CURAHCAIR,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,DERMAGA, 800 ," 5,100 "," 4,080,000 "," 5,100 "," 4,080,000 ",TON
,2025,JUN,TERMINAL MIRAH,MIRAH TIMUR,PERSADA  8,"DAMAI LAUTAN NUSANTARA, PT",BIJI NIKEL,BONGKAR,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA," 4,800 "," 5,100 "," 24,480,000 "," 5,100 "," 24,480,000 ",TON
,2025,JUN,TERMINAL MIRAH,MIRAH TIMUR,TRITON SHIP,"INTERNUSA JAYA LINES, PT",BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA," 1,000 "," 2,550 "," 2,550,000 "," 2,550 "," 2,550,000 ",TON
,2025,JUN,TERMINAL MIRAH,MIRAH TIMUR,TRITON SHIP,"INTERNUSA JAYA LINES, PT",SEMEN JUMBO BAG,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 100 ," 3,825 "," 382,500 "," 3,825 "," 382,500 ",TON
,2025,JUN,TERMINAL MIRAH,MIRAH TIMUR,PERSADA  8,"DAMAI LAUTAN NUSANTARA, PT",BIJI NIKEL,BONGKAR,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED," 4,800 "," 7,788 "," 37,382,400 "," 19,550 "," 93,840,000 ",TON
,2025,JUN,TERMINAL MIRAH,MIRAH TIMUR,SJW GOLD LINE,PT.TRANS MARITIM AGENSI,FORMALIN,MUAT,NONPELINDO,NONPELINDO,CURAHCAIR,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,KERJASAMA FASILITAS, 800 ," 3,488 "," 2,790,400 "," 3,488 "," 2,790,400 ",TON
,2025,JUN,TERMINAL MIRAH,MIRAH TIMUR,TRITON SHIP,"INTERNUSA JAYA LINES, PT",BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,PENUMPUKAN MASA I," 1,000 ", -   , -   ," 1,000 "," 1,000,000 ",TON
,2025,JUN,TERMINAL MIRAH,MIRAH TIMUR,TRITON SHIP,"INTERNUSA JAYA LINES, PT",BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,STEVEDORING," 1,000 "," 8,330 "," 8,330,000 "," 21,100 "," 21,100,000 ",TON
,2025,JUN,TERMINAL MIRAH,MIRAH TIMUR,TRITON SHIP,"INTERNUSA JAYA LINES, PT",SEMEN JUMBO BAG,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,STEVEDORING, 100 ," 7,788 "," 778,800 "," 20,825 "," 2,082,500 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HODASCO 19,"ANUGERAH TIRTA SAMUDRA, PT",GARAM,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA," 6,408.40 "," 3,825.00 "," 24,512,130.00 "," 3,825.00 "," 24,512,130.00 ",TON
,2025,JULY,TERMINAL JAMRUD,JAMRUD SELATAN,HODASCO 19,"ANUGERAH TIRTA SAMUDRA, PT",GARAM,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA STEVED," 6,408.40 "," 10,170.00 "," 65,173,428.00 "," 23,800.00 "," 152,519,920.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,DERMAGA, 613.00 ," 2,550.00 "," 1,563,150.00 "," 2,550.00 "," 1,563,150.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PUPUK,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,DERMAGA, 18.00 ," 3,825.00 "," 68,850.00 "," 3,825.00 "," 68,850.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,GARAM,MUAT,NONPELINDO,NONPELINDO,BAGCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,DERMAGA, 119.00 ," 3,825.00 "," 455,175.00 "," 3,825.00 "," 455,175.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 KSG,,NONPELINDO,NONPELINDO,PKEMAS20K,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,DERMAGA, 15.00 ," 24,700.00 "," 370,500.00 "," 24,700.00 "," 370,500.00 ",BOX
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 297.00 ," 2,550.00 "," 757,350.00 "," 2,550.00 "," 757,350.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 100.00 ," 2,550.00 "," 255,000.00 "," 2,550.00 "," 1,012,350.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PUPUK,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 350.00 ," 3,825.00 "," 1,338,750.00 "," 3,825.00 "," 1,338,750.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,GARAM,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 3.00 ," 3,825.00 "," 11,475.00 "," 3,825.00 "," 11,475.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PETIKEMAS 20 ISI,MUAT,NONPELINDO,NONPELINDO,PKEMAS20I,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 10.00 ," 55,715.00 "," 557,150.00 "," 55,715.00 "," 557,150.00 ",BOX
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,BARANG KELONTONG,MUAT,NONPELINDO,NONPELINDO,GENCARGO,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 800.00 ," 2,550.00 "," 2,040,000.00 "," 2,550.00 "," 2,040,000.00 ",TON
,2025,JULY,TERMINAL MIRAH,MIRAH TIMUR,SJW MOUNTAIN,PT.TRANS MARITIM AGENSI,PUPUK,MUAT,NONPELINDO,NONPELINDO,JUMBOBAG,TUNAS JAYA PERMAI,TUNAS JAYA PERMAI,JASA DERMAGA, 300.00 ," 3,825.00 "," 1,147,500.00 "," 3,825.00 "," 1,147,500.00 ",TON
